日期,合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
2020/4/10,Au99.99,370.30,374.00,360.93,372.10,1.80,0.49%,372.85,"11,023.40","3,954,065,276.40",-,,
